grid_id,grid_lat,grid_lon,year,event_count,mean_mag,max_mag,mean_depth,event_occur
-10.0_122.0,-10.0,122.0,2017,2,4.8,5.05,46.800000000000004,1
-10.0_122.0,-10.0,122.0,2018,1,5.15,5.15,136.2,1
-10.0_122.0,-10.0,122.0,2019,2,5.8149999999999995,6.16,41.85,1
-10.0_122.0,-10.0,122.0,2020,1,5.57,5.57,389.1,1
-10.0_122.0,-10.0,122.0,2021,2,5.1,5.1,60.7,1
-10.0_122.0,-10.0,122.0,2024,2,5.355,6.18,35.55,1
-10.0_123.0,-10.0,123.0,2015,2,4.615,4.72,76.35,1
-10.0_123.0,-10.0,123.0,2016,3,4.77,4.92,110.96666666666665,1
-10.0_123.0,-10.0,123.0,2017,3,4.6866666666666665,4.91,78.89999999999999,1
-10.0_123.0,-10.0,123.0,2018,2,4.79,4.92,57.0,1
-10.0_123.0,-10.0,123.0,2019,1,4.6,4.6,55.1,1
-10.0_123.0,-10.0,123.0,2020,6,5.073333333333333,5.94,67.61666666666666,1
-10.0_123.0,-10.0,123.0,2021,1,4.69,4.69,16.5,1
-10.0_123.0,-10.0,123.0,2022,4,4.8325,4.92,75.725,1
-10.0_123.0,-10.0,123.0,2023,3,5.133333333333333,5.88,58.166666666666664,1
-10.0_123.0,-10.0,123.0,2025,4,5.032500000000001,6.16,73.15,1
-10.0_124.0,-10.0,124.0,2015,4,4.8125,5.1,86.1,1
-10.0_124.0,-10.0,124.0,2016,2,4.975,5.08,81.95,1
-10.0_124.0,-10.0,124.0,2017,1,4.82,4.82,10.0,1
-10.0_124.0,-10.0,124.0,2018,1,5.11,5.11,50.3,1
-10.0_124.0,-10.0,124.0,2019,8,4.7625,5.14,64.5,1
-10.0_124.0,-10.0,124.0,2020,1,5.28,5.28,95.8,1
-10.0_124.0,-10.0,124.0,2021,2,4.975,5.03,89.8,1
-10.0_124.0,-10.0,124.0,2022,3,4.703333333333333,4.78,50.53333333333333,1
-10.0_124.0,-10.0,124.0,2023,1,5.86,5.86,79.6,1
-10.0_124.0,-10.0,124.0,2024,2,4.645,4.66,395.95,1
-10.0_124.0,-10.0,124.0,2025,1,5.14,5.14,96.6,1
-10.0_125.0,-10.0,125.0,2015,4,5.0,5.79,48.475,1
-10.0_125.0,-10.0,125.0,2016,3,5.113333333333333,5.37,15.066666666666668,1
-10.0_125.0,-10.0,125.0,2017,1,4.53,4.53,10.0,1
-10.0_125.0,-10.0,125.0,2019,1,4.5,4.5,10.0,1
-10.0_125.0,-10.0,125.0,2020,2,5.245,5.99,10.0,1
-10.0_125.0,-10.0,125.0,2021,2,5.475,6.19,31.4,1
-10.0_125.0,-10.0,125.0,2022,3,4.806666666666667,4.94,20.566666666666666,1
-10.0_126.0,-10.0,126.0,2015,2,4.779999999999999,4.92,78.3,1
-10.0_126.0,-10.0,126.0,2016,1,4.7,4.7,44.4,1
-10.0_126.0,-10.0,126.0,2018,3,4.69,4.79,10.0,1
-10.0_126.0,-10.0,126.0,2020,5,5.068,5.62,11.52,1
-10.0_127.0,-10.0,127.0,2015,1,4.73,4.73,10.8,1
-10.0_127.0,-10.0,127.0,2016,2,4.675,4.72,38.85,1
-10.0_127.0,-10.0,127.0,2018,1,4.83,4.83,39.4,1
-10.0_127.0,-10.0,127.0,2019,1,4.98,4.98,44.6,1
-10.0_127.0,-10.0,127.0,2020,1,4.73,4.73,750.0,1
-10.0_127.0,-10.0,127.0,2022,1,5.03,5.03,59.1,1
-10.0_128.0,-10.0,128.0,2019,1,4.67,4.67,10.0,1
-10.0_128.0,-10.0,128.0,2021,2,4.93,4.98,10.0,1
-10.0_129.0,-10.0,129.0,2020,1,5.2,5.2,10.0,1
-10.0_130.0,-10.0,130.0,2020,1,5.37,5.37,10.0,1
-10.0_130.0,-10.0,130.0,2021,2,4.99,5.14,197.95000000000002,1
-10.0_133.0,-10.0,133.0,2020,1,5.13,5.13,129.5,1
-10.0_135.0,-10.0,135.0,2021,1,5.61,5.61,10.0,1
-10.0_137.0,-10.0,137.0,2023,1,6.02,6.02,251.1,1
-10.0_139.0,-10.0,139.0,2021,1,5.91,5.91,10.0,1
-10.0_140.0,-10.0,140.0,2020,3,5.97,5.97,10.0,1
-10.0_95.0,-10.0,95.0,2021,1,5.05,5.05,323.9,1
-10.0_95.0,-10.0,95.0,2022,1,5.33,5.33,10.0,1
-10.0_96.0,-10.0,96.0,2019,1,5.85,5.85,10.0,1
-10.0_97.0,-10.0,97.0,2017,1,5.31,5.31,15.0,1
-10.0_97.0,-10.0,97.0,2020,1,5.68,5.68,302.8,1
-10.0_97.0,-10.0,97.0,2021,1,7.03,7.03,10.0,1
-10.0_99.0,-10.0,99.0,2018,1,6.13,6.13,218.1,1
-10.0_99.0,-10.0,99.0,2019,1,6.29,6.29,10.0,1
-10.0_99.0,-10.0,99.0,2020,1,5.68,5.68,103.6,1
-10.0_99.0,-10.0,99.0,2021,1,5.83,5.83,10.0,1
-11.0_100.0,-11.0,100.0,2020,1,6.13,6.13,10.0,1
-11.0_100.0,-11.0,100.0,2021,1,5.66,5.66,415.0,1
-11.0_101.0,-11.0,101.0,2021,1,6.02,6.02,10.0,1
-11.0_102.0,-11.0,102.0,2020,1,5.52,5.52,228.3,1
-11.0_103.0,-11.0,103.0,2018,1,5.31,5.31,10.0,1
-11.0_103.0,-11.0,103.0,2020,1,5.54,5.54,10.0,1
-11.0_103.0,-11.0,103.0,2021,2,5.535,5.83,157.35,1
-11.0_104.0,-11.0,104.0,2019,1,6.08,6.08,10.0,1
-11.0_105.0,-11.0,105.0,2015,1,4.53,4.53,18.3,1
-11.0_105.0,-11.0,105.0,2020,1,5.51,5.51,10.0,1
-11.0_106.0,-11.0,106.0,2021,1,6.07,6.07,10.0,1
-11.0_107.0,-11.0,107.0,2015,2,4.765,4.77,21.45,1
-11.0_107.0,-11.0,107.0,2018,2,4.71,4.89,18.4,1
-11.0_107.0,-11.0,107.0,2020,2,4.91,4.97,10.0,1
-11.0_107.0,-11.0,107.0,2021,1,5.08,5.08,648.0,1
-11.0_108.0,-11.0,108.0,2015,2,4.795,5.04,23.7,1
-11.0_108.0,-11.0,108.0,2016,1,5.29,5.29,10.0,1
-11.0_108.0,-11.0,108.0,2019,5,4.808,4.89,19.639999999999997,1
-11.0_108.0,-11.0,108.0,2020,2,4.99,5.19,26.8,1
-11.0_108.0,-11.0,108.0,2025,1,5.03,5.03,5.0,1
-11.0_109.0,-11.0,109.0,2018,2,4.625,4.7,10.0,1
-11.0_109.0,-11.0,109.0,2022,2,4.785,5.07,39.15,1
-11.0_110.0,-11.0,110.0,2015,1,4.65,4.65,10.9,1
-11.0_110.0,-11.0,110.0,2018,1,4.82,4.82,40.6,1
-11.0_110.0,-11.0,110.0,2020,1,4.9,4.9,131.8,1
-11.0_110.0,-11.0,110.0,2021,3,5.226666666666667,5.48,74.8,1
-11.0_110.0,-11.0,110.0,2022,2,4.665,4.69,20.25,1
-11.0_110.0,-11.0,110.0,2025,1,5.36,5.36,27.2,1
-11.0_111.0,-11.0,111.0,2015,1,4.95,4.95,17.0,1
-11.0_111.0,-11.0,111.0,2016,2,4.725,4.87,24.5,1
-11.0_111.0,-11.0,111.0,2017,1,5.45,5.45,10.0,1
-11.0_111.0,-11.0,111.0,2020,1,5.25,5.25,10.0,1
-11.0_111.0,-11.0,111.0,2021,1,5.37,5.37,10.0,1
-11.0_111.0,-11.0,111.0,2022,1,4.67,4.67,36.1,1
-11.0_111.0,-11.0,111.0,2023,5,4.774,5.08,18.46,1
-11.0_111.0,-11.0,111.0,2024,1,5.36,5.36,14.2,1
-11.0_111.0,-11.0,111.0,2025,1,5.26,5.26,10.0,1
-11.0_112.0,-11.0,112.0,2015,1,4.56,4.56,10.0,1
-11.0_112.0,-11.0,112.0,2017,5,4.776,4.94,21.499999999999996,1
-11.0_112.0,-11.0,112.0,2020,2,5.78,5.99,130.35,1
-11.0_112.0,-11.0,112.0,2023,1,4.62,4.62,339.7,1
-11.0_113.0,-11.0,113.0,2017,1,4.77,4.77,10.0,1
-11.0_113.0,-11.0,113.0,2019,6,4.556666666666667,4.73,12.633333333333333,1
-11.0_113.0,-11.0,113.0,2020,1,5.84,5.84,10.0,1
-11.0_113.0,-11.0,113.0,2021,3,4.91,5.27,106.16666666666667,1
-11.0_113.0,-11.0,113.0,2022,8,4.9075,5.96,15.175,1
-11.0_113.0,-11.0,113.0,2023,9,4.763333333333333,5.2,18.255555555555556,1
-11.0_113.0,-11.0,113.0,2024,1,4.72,4.72,17.0,1
-11.0_113.0,-11.0,113.0,2025,1,4.83,4.83,25.0,1
-11.0_114.0,-11.0,114.0,2015,1,4.68,4.68,49.0,1
-11.0_114.0,-11.0,114.0,2017,1,4.63,4.63,47.0,1
-11.0_114.0,-11.0,114.0,2019,1,5.34,5.34,39.2,1
-11.0_114.0,-11.0,114.0,2021,1,4.62,4.62,10.0,1
-11.0_114.0,-11.0,114.0,2025,1,4.72,4.72,5.0,1
-11.0_115.0,-11.0,115.0,2017,1,4.63,4.63,43.8,1
-11.0_115.0,-11.0,115.0,2018,2,4.915,4.94,37.8,1
-11.0_115.0,-11.0,115.0,2020,6,4.915,5.81,101.63333333333334,1
-11.0_115.0,-11.0,115.0,2021,2,5.755000000000001,6.07,42.5,1
-11.0_115.0,-11.0,115.0,2024,1,4.8,4.8,41.8,1
-11.0_116.0,-11.0,116.0,2015,1,5.19,5.19,37.7,1
-11.0_116.0,-11.0,116.0,2018,2,4.755000000000001,4.86,11.05,1
-11.0_116.0,-11.0,116.0,2019,1,4.64,4.64,18.7,1
-11.0_116.0,-11.0,116.0,2020,2,5.475,6.09,10.0,1
-11.0_116.0,-11.0,116.0,2021,9,5.586666666666667,6.35,66.54444444444444,1
-11.0_116.0,-11.0,116.0,2023,1,5.24,5.24,36.9,1
-11.0_116.0,-11.0,116.0,2024,2,4.785,4.97,29.0,1
-11.0_116.0,-11.0,116.0,2025,1,5.03,5.03,50.8,1
-11.0_117.0,-11.0,117.0,2015,1,4.55,4.55,20.1,1
-11.0_117.0,-11.0,117.0,2017,1,4.86,4.86,10.0,1
-11.0_117.0,-11.0,117.0,2018,2,4.645,4.71,20.0,1
-11.0_117.0,-11.0,117.0,2020,5,4.684,4.83,59.86,1
-11.0_117.0,-11.0,117.0,2021,2,5.175,5.56,12.2,1
-11.0_117.0,-11.0,117.0,2022,3,4.913333333333333,4.97,25.900000000000002,1
-11.0_118.0,-11.0,118.0,2015,1,4.96,4.96,44.5,1
-11.0_118.0,-11.0,118.0,2017,5,4.756,5.05,49.86,1
-11.0_118.0,-11.0,118.0,2019,3,5.68,6.37,31.333333333333332,1
-11.0_118.0,-11.0,118.0,2020,2,4.93,5.21,27.4,1
-11.0_118.0,-11.0,118.0,2022,4,4.6,4.77,14.35,1
-11.0_118.0,-11.0,118.0,2023,5,4.964,5.29,29.74,1
-11.0_118.0,-11.0,118.0,2025,1,6.14,6.14,11.1,1
-11.0_119.0,-11.0,119.0,2015,1,4.73,4.73,10.0,1
-11.0_119.0,-11.0,119.0,2016,6,4.858333333333333,5.37,26.683333333333334,1
-11.0_119.0,-11.0,119.0,2017,1,4.73,4.73,53.3,1
-11.0_119.0,-11.0,119.0,2018,1,4.51,4.51,12.8,1
-11.0_119.0,-11.0,119.0,2019,9,4.974444444444444,6.02,22.344444444444445,1
-11.0_119.0,-11.0,119.0,2021,1,6.24,6.24,10.0,1
-11.0_119.0,-11.0,119.0,2022,1,4.83,4.83,38.6,1
-11.0_119.0,-11.0,119.0,2023,1,4.59,4.59,10.0,1
-11.0_120.0,-11.0,120.0,2015,4,4.842499999999999,5.14,19.6,1
-11.0_120.0,-11.0,120.0,2017,1,4.7,4.7,10.4,1
-11.0_120.0,-11.0,120.0,2018,16,5.085625,5.97,29.05625,1
-11.0_120.0,-11.0,120.0,2019,1,5.26,5.26,10.0,1
-11.0_120.0,-11.0,120.0,2020,6,5.3133333333333335,5.75,196.9666666666667,1
-11.0_120.0,-11.0,120.0,2021,2,5.015000000000001,5.21,12.85,1
-11.0_120.0,-11.0,120.0,2023,1,4.95,4.95,14.2,1
-11.0_120.0,-11.0,120.0,2024,1,5.06,5.06,10.0,1
-11.0_120.0,-11.0,120.0,2025,1,4.92,4.92,48.7,1
-11.0_121.0,-11.0,121.0,2017,1,4.82,4.82,40.2,1
-11.0_121.0,-11.0,121.0,2020,4,5.28,5.9,87.025,1
-11.0_121.0,-11.0,121.0,2021,4,4.9,5.31,57.449999999999996,1
-11.0_122.0,-11.0,122.0,2018,1,4.77,4.77,64.6,1
-11.0_122.0,-11.0,122.0,2022,1,4.83,4.83,52.7,1
-11.0_123.0,-11.0,123.0,2015,2,4.835,4.97,32.4,1
-11.0_123.0,-11.0,123.0,2016,5,4.804,5.21,22.880000000000003,1
-11.0_123.0,-11.0,123.0,2017,1,4.52,4.52,10.0,1
-11.0_123.0,-11.0,123.0,2018,2,5.07,5.16,31.8,1
-11.0_123.0,-11.0,123.0,2019,2,5.615,6.24,39.7,1
-11.0_123.0,-11.0,123.0,2021,4,4.827500000000001,4.89,21.15,1
-11.0_123.0,-11.0,123.0,2022,3,4.756666666666667,5.21,48.666666666666664,1
-11.0_123.0,-11.0,123.0,2023,4,5.295,6.25,46.675,1
-11.0_123.0,-11.0,123.0,2024,2,5.140000000000001,5.37,36.5,1
-11.0_123.0,-11.0,123.0,2025,1,4.51,4.51,64.4,1
-11.0_124.0,-11.0,124.0,2015,2,4.825,5.0,28.2,1
-11.0_124.0,-11.0,124.0,2016,2,4.745,4.87,20.8,1
-11.0_124.0,-11.0,124.0,2018,7,5.091428571428572,6.24,12.457142857142857,1
-11.0_124.0,-11.0,124.0,2020,4,5.115,5.62,24.325,1
-11.0_124.0,-11.0,124.0,2021,2,4.97,4.97,17.0,1
-11.0_125.0,-11.0,125.0,2019,1,5.78,5.78,10.0,1
-11.0_125.0,-11.0,125.0,2020,1,5.38,5.38,234.5,1
-11.0_126.0,-11.0,126.0,2016,2,4.785,4.98,53.2,1
-11.0_126.0,-11.0,126.0,2021,2,5.0,5.22,52.35,1
-11.0_129.0,-11.0,129.0,2018,1,5.22,5.22,10.0,1
-11.0_130.0,-11.0,130.0,2023,1,5.65,5.65,10.0,1
-11.0_132.0,-11.0,132.0,2019,1,5.67,5.67,10.0,1
-11.0_132.0,-11.0,132.0,2023,1,5.79,5.79,10.0,1
-11.0_133.0,-11.0,133.0,2020,1,4.57,4.57,186.7,1
-11.0_139.0,-11.0,139.0,2021,1,5.18,5.18,10.0,1
-2.0_100.0,-2.0,100.0,2015,3,4.72,4.93,52.56666666666666,1
-2.0_100.0,-2.0,100.0,2016,1,4.57,4.57,47.9,1
-2.0_100.0,-2.0,100.0,2017,2,4.98,5.28,39.25,1
-2.0_100.0,-2.0,100.0,2018,2,4.800000000000001,4.87,15.9,1
-2.0_100.0,-2.0,100.0,2019,2,4.67,4.79,58.35,1
-2.0_100.0,-2.0,100.0,2020,5,5.401999999999999,5.74,34.160000000000004,1
-2.0_100.0,-2.0,100.0,2021,2,5.385,5.64,79.8,1
-2.0_100.0,-2.0,100.0,2022,2,4.640000000000001,4.73,48.3,1
-2.0_100.0,-2.0,100.0,2024,1,4.63,4.63,17.3,1
-2.0_101.0,-2.0,101.0,2015,1,4.78,4.78,10.0,1
-2.0_101.0,-2.0,101.0,2018,2,4.715,4.73,174.35000000000002,1
-2.0_101.0,-2.0,101.0,2019,2,5.11,5.32,18.2,1
-2.0_101.0,-2.0,101.0,2020,1,5.21,5.21,10.0,1
-2.0_102.0,-2.0,102.0,2019,1,5.31,5.31,10.0,1
-2.0_102.0,-2.0,102.0,2021,3,5.44,5.75,55.63333333333333,1
-2.0_103.0,-2.0,103.0,2019,1,5.28,5.28,10.0,1
-2.0_103.0,-2.0,103.0,2020,1,4.87,4.87,123.6,1
-2.0_103.0,-2.0,103.0,2021,4,5.045,5.45,104.325,1
-2.0_103.0,-2.0,103.0,2024,1,5.39,5.39,51.3,1
-2.0_104.0,-2.0,104.0,2020,1,4.72,4.72,232.6,1
-2.0_104.0,-2.0,104.0,2021,1,5.31,5.31,10.0,1
-2.0_105.0,-2.0,105.0,2020,3,5.686666666666667,5.9,61.166666666666664,1
-2.0_105.0,-2.0,105.0,2021,2,4.88,5.18,51.85,1
-2.0_106.0,-2.0,106.0,2020,5,5.796,6.01,201.57999999999998,1
-2.0_106.0,-2.0,106.0,2021,3,5.783333333333334,6.03,78.63333333333334,1
-2.0_107.0,-2.0,107.0,2020,3,5.676666666666667,5.91,10.0,1
-2.0_107.0,-2.0,107.0,2021,5,5.276,5.65,148.45999999999998,1
-2.0_108.0,-2.0,108.0,2020,2,5.35,5.53,10.0,1
-2.0_108.0,-2.0,108.0,2021,1,5.88,5.88,420.8,1
-2.0_109.0,-2.0,109.0,2020,3,5.52,5.7,316.0,1
-2.0_109.0,-2.0,109.0,2021,1,5.81,5.81,10.0,1
-2.0_109.0,-2.0,109.0,2024,1,5.24,5.24,750.0,1
-2.0_110.0,-2.0,110.0,2019,1,5.61,5.61,299.1,1
-2.0_110.0,-2.0,110.0,2021,1,5.86,5.86,10.0,1
-2.0_111.0,-2.0,111.0,2019,1,5.45,5.45,10.0,1
-2.0_111.0,-2.0,111.0,2020,2,5.404999999999999,5.54,167.8,1
-2.0_111.0,-2.0,111.0,2021,3,5.539999999999999,5.76,10.0,1
-2.0_112.0,-2.0,112.0,2020,1,5.4,5.4,750.0,1
-2.0_112.0,-2.0,112.0,2021,2,5.27,5.33,546.85,1
-2.0_113.0,-2.0,113.0,2020,2,5.54,5.68,10.0,1
-2.0_114.0,-2.0,114.0,2020,1,5.46,5.46,10.0,1
-2.0_114.0,-2.0,114.0,2021,2,5.3,5.56,489.25,1
-2.0_114.0,-2.0,114.0,2023,1,5.47,5.47,10.0,1
-2.0_115.0,-2.0,115.0,2016,1,4.59,4.59,10.0,1
-2.0_115.0,-2.0,115.0,2021,1,6.3,6.3,10.0,1
-2.0_116.0,-2.0,116.0,2020,3,5.29,6.24,159.4,1
-2.0_116.0,-2.0,116.0,2021,3,5.713333333333334,6.04,10.0,1
-2.0_117.0,-2.0,117.0,2020,2,5.32,5.59,279.55,1
-2.0_117.0,-2.0,117.0,2021,2,5.515,6.1,100.3,1
-2.0_118.0,-2.0,118.0,2021,1,4.99,4.99,10.0,1
-2.0_119.0,-2.0,119.0,2017,3,4.94,5.19,10.0,1
-2.0_119.0,-2.0,119.0,2018,9,4.635555555555555,4.81,9.855555555555556,1
-2.0_119.0,-2.0,119.0,2019,2,4.52,4.52,10.0,1
-2.0_119.0,-2.0,119.0,2020,5,4.954,5.65,21.4,1
-2.0_119.0,-2.0,119.0,2021,4,5.2025,5.5,360.8,1
-2.0_119.0,-2.0,119.0,2023,1,4.81,4.81,10.0,1
-2.0_119.0,-2.0,119.0,2025,1,4.79,4.79,25.8,1
-2.0_120.0,-2.0,120.0,2015,2,4.95,4.95,12.45,1
-2.0_120.0,-2.0,120.0,2017,20,4.8725000000000005,6.55,12.675,1
-2.0_120.0,-2.0,120.0,2018,33,4.738787878787878,5.49,11.063636363636364,1
-2.0_120.0,-2.0,120.0,2019,9,4.825555555555556,5.57,29.71111111111111,1
-2.0_120.0,-2.0,120.0,2020,5,5.346,5.87,35.94,1
-2.0_120.0,-2.0,120.0,2021,8,4.983750000000001,5.97,61.6125,1
-2.0_120.0,-2.0,120.0,2022,1,4.61,4.61,10.0,1
-2.0_120.0,-2.0,120.0,2023,6,4.9799999999999995,5.18,44.81666666666666,1
-2.0_120.0,-2.0,120.0,2024,2,4.529999999999999,4.54,10.0,1
-2.0_120.0,-2.0,120.0,2025,1,5.82,5.82,10.0,1
-2.0_121.0,-2.0,121.0,2016,2,4.58,4.63,28.8,1
-2.0_121.0,-2.0,121.0,2018,1,4.67,4.67,12.8,1
-2.0_121.0,-2.0,121.0,2019,2,5.215,5.88,10.0,1
-2.0_121.0,-2.0,121.0,2020,1,6.37,6.37,10.0,1
-2.0_121.0,-2.0,121.0,2021,2,5.17,5.23,148.75,1
-2.0_121.0,-2.0,121.0,2024,3,4.736666666666666,5.01,10.0,1
-2.0_122.0,-2.0,122.0,2019,27,4.928148148148148,6.89,12.874074074074075,1
-2.0_122.0,-2.0,122.0,2020,2,4.925000000000001,5.11,380.0,1
-2.0_122.0,-2.0,122.0,2021,2,4.880000000000001,5.15,165.9,1
-2.0_122.0,-2.0,122.0,2022,1,4.93,4.93,10.5,1
-2.0_122.0,-2.0,122.0,2023,2,5.615,5.64,750.0,1
-2.0_122.0,-2.0,122.0,2024,1,4.94,4.94,10.0,1
-2.0_123.0,-2.0,123.0,2015,1,4.59,4.59,10.0,1
-2.0_123.0,-2.0,123.0,2016,1,4.82,4.82,10.1,1
-2.0_123.0,-2.0,123.0,2019,2,5.515000000000001,5.54,10.0,1
-2.0_123.0,-2.0,123.0,2020,3,5.506666666666667,5.81,199.6,1
-2.0_123.0,-2.0,123.0,2021,3,4.9366666666666665,5.25,10.0,1
-2.0_123.0,-2.0,123.0,2022,1,4.73,4.73,10.0,1
-2.0_123.0,-2.0,123.0,2024,1,4.5,4.5,5.4,1
-2.0_123.0,-2.0,123.0,2025,1,4.65,4.65,10.0,1
-2.0_124.0,-2.0,124.0,2015,1,4.56,4.56,36.9,1
-2.0_124.0,-2.0,124.0,2016,1,4.57,4.57,10.0,1
-2.0_124.0,-2.0,124.0,2019,1,4.53,4.53,14.6,1
-2.0_124.0,-2.0,124.0,2021,3,4.91,5.21,73.89999999999999,1
-2.0_125.0,-2.0,125.0,2021,2,4.725,4.82,206.64999999999998,1
-2.0_126.0,-2.0,126.0,2016,3,4.69,4.76,10.0,1
-2.0_126.0,-2.0,126.0,2017,2,5.005,5.16,19.45,1
-2.0_126.0,-2.0,126.0,2018,1,5.27,5.27,20.5,1
-2.0_126.0,-2.0,126.0,2020,3,4.823333333333333,5.14,12.866666666666667,1
-2.0_126.0,-2.0,126.0,2021,2,5.285,5.67,7.5,1
-2.0_126.0,-2.0,126.0,2023,14,4.829285714285715,5.71,66.10000000000001,1
-2.0_126.0,-2.0,126.0,2024,1,4.67,4.67,10.0,1
-2.0_127.0,-2.0,127.0,2015,3,4.753333333333333,5.08,10.5,1
-2.0_127.0,-2.0,127.0,2016,1,4.75,4.75,12.4,1
-2.0_127.0,-2.0,127.0,2017,2,4.655,4.73,12.75,1
-2.0_127.0,-2.0,127.0,2019,14,4.940714285714286,5.84,17.164285714285715,1
-2.0_127.0,-2.0,127.0,2020,5,5.116,5.69,10.0,1
-2.0_127.0,-2.0,127.0,2021,3,4.82,4.87,10.0,1
-2.0_127.0,-2.0,127.0,2022,2,5.04,5.1,12.0,1
-2.0_127.0,-2.0,127.0,2023,2,4.57,4.6,10.0,1
-2.0_127.0,-2.0,127.0,2024,13,4.933076923076923,5.84,13.892307692307693,1
-2.0_127.0,-2.0,127.0,2025,1,4.59,4.59,10.0,1
-2.0_128.0,-2.0,128.0,2015,1,5.05,5.05,39.3,1
-2.0_128.0,-2.0,128.0,2017,3,4.773333333333333,4.8,31.2,1
-2.0_128.0,-2.0,128.0,2018,1,4.88,4.88,40.5,1
-2.0_128.0,-2.0,128.0,2019,2,4.779999999999999,4.88,19.5,1
-2.0_128.0,-2.0,128.0,2020,1,4.91,4.91,106.7,1
-2.0_128.0,-2.0,128.0,2021,6,4.863333333333333,5.06,50.98333333333333,1
-2.0_128.0,-2.0,128.0,2022,3,4.773333333333333,4.96,25.433333333333334,1
-2.0_128.0,-2.0,128.0,2024,1,4.65,4.65,29.6,1
-2.0_129.0,-2.0,129.0,2016,1,4.73,4.73,24.1,1
-2.0_129.0,-2.0,129.0,2019,1,4.67,4.67,33.5,1
-2.0_129.0,-2.0,129.0,2024,1,4.83,4.83,29.9,1
-2.0_129.0,-2.0,129.0,2025,1,4.52,4.52,19.1,1
-2.0_130.0,-2.0,130.0,2019,1,5.61,5.61,711.1,1
-2.0_131.0,-2.0,131.0,2023,1,6.18,6.18,321.3,1
-2.0_133.0,-2.0,133.0,2015,2,4.755,4.76,10.75,1
-2.0_133.0,-2.0,133.0,2016,1,4.77,4.77,58.4,1
-2.0_133.0,-2.0,133.0,2017,2,4.745,4.79,10.0,1
-2.0_133.0,-2.0,133.0,2019,1,4.82,4.82,10.0,1
-2.0_133.0,-2.0,133.0,2020,1,4.96,4.96,13.4,1
-2.0_133.0,-2.0,133.0,2021,3,5.04,5.24,10.0,1
-2.0_133.0,-2.0,133.0,2022,2,4.805,4.99,24.0,1
-2.0_133.0,-2.0,133.0,2023,1,4.6,4.6,41.8,1
-2.0_133.0,-2.0,133.0,2024,1,4.84,4.84,13.3,1
-2.0_134.0,-2.0,134.0,2015,2,4.74,4.9,15.0,1
-2.0_134.0,-2.0,134.0,2016,2,4.835,4.85,49.4,1
-2.0_134.0,-2.0,134.0,2018,3,5.203333333333333,5.83,28.099999999999998,1
-2.0_134.0,-2.0,134.0,2020,2,4.795,5.05,10.8,1
-2.0_134.0,-2.0,134.0,2021,10,4.732,4.97,16.39,1
-2.0_134.0,-2.0,134.0,2023,6,4.67,5.08,15.033333333333333,1
-2.0_134.0,-2.0,134.0,2024,1,5.1,5.1,10.0,1
-2.0_134.0,-2.0,134.0,2025,1,5.1,5.1,10.0,1
-2.0_135.0,-2.0,135.0,2015,2,4.9,4.9,10.0,1
-2.0_135.0,-2.0,135.0,2018,1,5.18,5.18,10.0,1
-2.0_135.0,-2.0,135.0,2019,2,4.76,4.93,12.8,1
-2.0_135.0,-2.0,135.0,2020,1,5.73,5.73,10.0,1
-2.0_135.0,-2.0,135.0,2022,1,4.84,4.84,10.0,1
-2.0_135.0,-2.0,135.0,2024,1,4.76,4.76,10.0,1
-2.0_136.0,-2.0,136.0,2017,1,4.7,4.7,20.9,1
-2.0_136.0,-2.0,136.0,2018,1,4.61,4.61,10.0,1
-2.0_136.0,-2.0,136.0,2020,1,4.78,4.78,10.4,1
-2.0_136.0,-2.0,136.0,2022,4,4.9025,5.39,30.075,1
-2.0_136.0,-2.0,136.0,2023,2,4.695,4.89,11.5,1
-2.0_137.0,-2.0,137.0,2019,2,4.715,4.75,10.0,1
-2.0_137.0,-2.0,137.0,2020,1,5.16,5.16,14.7,1
-2.0_137.0,-2.0,137.0,2021,3,4.54,4.55,10.0,1
-2.0_137.0,-2.0,137.0,2022,3,4.696666666666666,4.83,10.5,1
-2.0_137.0,-2.0,137.0,2024,3,4.766666666666667,5.1,35.699999999999996,1
-2.0_137.0,-2.0,137.0,2025,1,4.7,4.7,10.0,1
-2.0_138.0,-2.0,138.0,2015,5,4.668,4.8,19.259999999999998,1
-2.0_138.0,-2.0,138.0,2016,4,4.9925,5.34,25.175,1
-2.0_138.0,-2.0,138.0,2017,1,4.55,4.55,16.6,1
-2.0_138.0,-2.0,138.0,2018,5,4.938000000000001,5.7,21.96,1
-2.0_138.0,-2.0,138.0,2019,3,4.773333333333333,4.98,15.866666666666665,1
-2.0_138.0,-2.0,138.0,2020,5,4.998,5.29,25.06,1
-2.0_138.0,-2.0,138.0,2021,2,4.5600000000000005,4.58,10.0,1
-2.0_138.0,-2.0,138.0,2022,4,4.7,4.83,12.95,1
-2.0_138.0,-2.0,138.0,2023,1,4.56,4.56,21.2,1
-2.0_138.0,-2.0,138.0,2024,3,4.683333333333334,4.88,33.666666666666664,1
-2.0_138.0,-2.0,138.0,2025,2,4.785,4.95,11.15,1
-2.0_139.0,-2.0,139.0,2015,1,4.77,4.77,23.0,1
-2.0_139.0,-2.0,139.0,2016,1,4.67,4.67,13.1,1
-2.0_139.0,-2.0,139.0,2017,3,4.72,5.03,14.766666666666666,1
-2.0_139.0,-2.0,139.0,2018,2,4.6,4.64,29.8,1
